DTOCollector::GetFigureConstants(string figureName) const figureName was not found in map
SaveLoad::LoadBuildingData(Menu* menu_ptr, AllObjects* allObjects_ptr, pugi::xml_node objectNode) bad ID
EnumStringConverter::Convert_StringToDirection(string anyStr) got bad string
SaveLoad::LoadRoadData(Menu* menu_ptr, AllObjects* allObjects_ptr, pugi::xml_node objectNode) bad atrribute name
SaveLoad::LoadRoadData(Menu* menu_ptr, AllObjects* allObjects_ptr, pugi::xml_node objectNode) bad atrribute name
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
Visitor::ChooseDestination(const list<Construction*>& allBuildings, const list<Construction*>& allRoads, vector<vector<int> > weightMatrix, int lowestEntertainmentPrice) visitor isn't on road
